2	вторых
2	вторые
3	третьих
3	третьи
4	четвертых
4	четвертые
5	пятых
5	пятые
6	шестых
6	шестые
7	седьмых
7	седьмые
8	восьмых
8	восьмые
9	девятых
9	девятые
