11	одиннадцатых
12	двенадцатых
13	тринадцатых
14	четырнадцатых
15	пятнадцатых
16	шестнадцатых
17	семнадцатых
18	восемнадцатых
19	девятнадцатых
11	одиннадцатые
12	двенадцатые
13	тринадцатые
14	четырнадцатые
15	пятнадцатые
16	шестнадцатые
17	семнадцатые
18	восемнадцатые
19	девятнадцатые
